num:1, lenth:21653.000000, link:[90000228244291, 90001818205431, 90000219814211, 90000260791121, 5093000], Sequence:[-1, 0, 2, 1, 3] 
num:201, lenth:22527.000000, link:[6173911, 767214341, 90001975817990, 5432761, 90000261698601], Sequence:[-1, 0, 2, 1, 3] 
num:202, lenth:20945.000000, link:[6150901, 6706901, 6062189431, 90001822241480, 735000601], Sequence:[-1, 2, 0, 1, 3] 
num:203, lenth:27233.000000, link:[90001821585231, 90000254966871, 5072097091, 422361420, 90001625610691], Sequence:[-1, 2, 0, 3, 1] 
num:204, lenth:17978.000000, link:[90000284873571, 1012482730, 6170830, 90001813264000, 90001432391780], Sequence:[-1, 2, 0, 3, 1] 
num:205, lenth:23781.000000, link:[90001942053830, 733686720, 6841761, 90001801136430, 1045971380], Sequence:[-1, 0, 2, 1, 3] 
num:206, lenth:19483.000000, link:[90000266183900, 90000256892440, 90001820956151, 90000578134001, 90000263767061], Sequence:[-1, 2, 0, 3, 1] 
num:207, lenth:13685.000000, link:[499658931, 90001693332440, 430242641, 90001191452760, 4061950], Sequence:[-1, 0, 2, 3, 1] 
num:208, lenth:24488.000000, link:[90001211900011, 859741750, 90001813432200, 90001820414760, 422365090], Sequence:[-1, 0, 2, 3, 1] 
num:209, lenth:27887.000000, link:[90001814099501, 90000878934090, 90001820889111, 4655161, 6328610], Sequence:[-1, 0, 2, 3, 1] 
num:210, lenth:21806.000000, link:[90001821304440, 90001434763201, 90000247583501, 90000229312771, 4585231], Sequence:[-1, 2, 0, 3, 1] 
num:211, lenth:26298.000000, link:[6051837830, 6002698420, 90000245748710, 1023254800, 90001723186840], Sequence:[-1, 2, 0, 3, 1] 
num:212, lenth:30590.000000, link:[627651851, 90001130850020, 5361890, 90000997340661, 6032211711], Sequence:[-1, 0, 2, 1, 3] 
num:213, lenth:19187.000000, link:[735168711, 90000248897430, 90001818186761, 90001212006380, 433167170], Sequence:[-1, 2, 0, 3, 1] 
num:214, lenth:24452.000000, link:[6171930, 90001077507801, 6136291, 90000251300971, 90000257152481], Sequence:[-1, 2, 0, 1, 3] 
num:215, lenth:23528.000000, link:[551269591, 869282820, 90001432920231, 333167820, 4988710], Sequence:[-1, 2, 0, 1, 3] 
num:216, lenth:18422.000000, link:[649621011, 90000894747830, 320931191, 433166710, 90001919815180], Sequence:[-1, 0, 2, 1, 3] 
num:217, lenth:22010.000000, link:[90001823330120, 90001821694430, 749532540, 6102063061, 90001691700910], Sequence:[-1, 2, 0, 1, 3] 
num:218, lenth:18909.000000, link:[90002022099370, 5416741, 6801770, 6835960, 5421670], Sequence:[-1, 0, 2, 1, 3] 
num:219, lenth:26022.000000, link:[90001211704581, 90001815002601, 90000907211930, 6299070, 3971791], Sequence:[-1, 2, 0, 3, 1] 
num:220, lenth:19560.000000, link:[90001812529020, 438434711, 4937761, 90001211304050, 90000263712720], Sequence:[-1, 0, 2, 1, 3] 
num:221, lenth:18680.000000, link:[6762070, 782667250, 622378110, 5026063371, 90001819346821], Sequence:[-1, 2, 0, 3, 1] 
num:222, lenth:15033.000000, link:[6864150, 427634300, 90001818686471, 499658561, 126447411], Sequence:[-1, 0, 2, 1, 3] 
num:223, lenth:20348.000000, link:[622370441, 6041882941, 1008909791, 90001816584561, 422364271], Sequence:[-1, 2, 0, 1, 3] 
num:224, lenth:23671.000000, link:[90001824716210, 6628840, 4628040, 90001208154951, 1045971411], Sequence:[-1, 0, 2, 1, 3] 
num:225, lenth:21118.000000, link:[90001855140381, 1023256021, 90001815076851, 4290551, 627651770], Sequence:[-1, 0, 2, 3, 1] 
num:226, lenth:29200.000000, link:[433436701, 782216571, 625941461, 300162741, 90001377782150], Sequence:[-1, 0, 2, 3, 1] 
num:227, lenth:22357.000000, link:[6287081, 5736450, 706203580, 90001815989721, 735177180], Sequence:[-1, 0, 2, 3, 1] 
num:228, lenth:19566.000000, link:[90001432697810, 4453771, 6377800, 5137000, 1009097210], Sequence:[-1, 2, 0, 1, 3] 
num:229, lenth:24328.000000, link:[140954670, 5733221, 90000256499921, 3692561, 90000228316641], Sequence:[-1, 0, 2, 1, 3] 
num:230, lenth:10765.000000, link:[6171200, 90000287510691, 622584700, 438663700, 5604481], Sequence:[-1, 0, 2, 3, 1] 
num:231, lenth:21803.000000, link:[90002049548311, 5401301, 6082074201, 5608080, 90001812529060], Sequence:[-1, 0, 2, 3, 1] 
num:232, lenth:23810.000000, link:[90000287493440, 90001208155380, 90001757148881, 90000256785751, 90001640293171], Sequence:[-1, 2, 0, 1, 3] 
num:233, lenth:24415.000000, link:[6175221, 90000229108871, 90001063444560, 603952101, 90001774661020], Sequence:[-1, 0, 2, 3, 1] 
num:234, lenth:30430.000000, link:[90000255739070, 90001817591611, 633445251, 4573281, 6205050], Sequence:[-1, 2, 0, 1, 3] 
num:235, lenth:21765.000000, link:[90002002959420, 5848960, 90001821079170, 90001813112560, 633444991], Sequence:[-1, 0, 2, 1, 3] 
num:236, lenth:13072.000000, link:[90001821467490, 90000288243640, 90001814090630, 90000996142480, 90000571559790], Sequence:[-1, 0, 2, 3, 1] 
num:237, lenth:21630.000000, link:[1045970571, 90001812662520, 90001820332210, 90000600775661, 90001815950190], Sequence:[-1, 0, 2, 1, 3] 
num:238, lenth:21745.000000, link:[6189040, 4625170, 1125055401, 749532270, 748034640], Sequence:[-1, 0, 2, 3, 1] 
num:239, lenth:22193.000000, link:[4213940, 90000869027451, 90001776244600, 90001815837820, 90001812672110], Sequence:[-1, 2, 0, 1, 3] 
num:240, lenth:24157.000000, link:[415751051, 633449311, 90001428178281, 633326151, 90000175331300], Sequence:[-1, 2, 0, 1, 3] 
num:241, lenth:21011.000000, link:[1090428170, 90001815038270, 90001630760120, 90001817886111, 90000841685811], Sequence:[-1, 2, 0, 3, 1] 
num:242, lenth:19891.000000, link:[90002025705731, 4591501, 90002056902251, 815189840, 90000891885441], Sequence:[-1, 2, 0, 1, 3] 
num:243, lenth:13974.000000, link:[90000254402541, 1125051870, 4625101, 90001435044721, 90001635491011], Sequence:[-1, 0, 2, 1, 3] 
num:244, lenth:12641.000000, link:[746642751, 90000260388340, 782213401, 90000575005591, 90001820531680], Sequence:[-1, 0, 2, 1, 3] 
num:245, lenth:25398.000000, link:[6919120, 90001817659920, 627651611, 90001640587261, 90001818836171], Sequence:[-1, 0, 2, 3, 1] 
num:246, lenth:17186.000000, link:[6887380, 633450741, 735070380, 90001432509260, 90001160781971], Sequence:[-1, 2, 0, 3, 1] 
num:247, lenth:36416.000000, link:[90001616478180, 90001432721740, 90000254105440, 90001785820110, 6315441], Sequence:[-1, 0, 2, 3, 1] 
num:248, lenth:27147.000000, link:[90000286521960, 90000882990960, 633410901, 735071900, 90001824345691], Sequence:[-1, 2, 0, 1, 3] 
num:249, lenth:24676.000000, link:[90001683457700, 389996351, 90001817954750, 90000256902200, 5703020], Sequence:[-1, 0, 2, 3, 1] 
num:250, lenth:24980.000000, link:[5525990, 90001818325220, 5062230060, 4638840, 90001817257471], Sequence:[-1, 0, 2, 1, 3] 
num:251, lenth:16375.000000, link:[7024381, 90001820061220, 5081759041, 90001438088811, 90000847393161], Sequence:[-1, 2, 0, 1, 3] 
num:252, lenth:9842.000000, link:[90001813344491, 445959761, 422371521, 90000259146351, 90001682242790], Sequence:[-1, 0, 2, 3, 1] 
num:253, lenth:20723.000000, link:[90001811679510, 90001813178061, 333240811, 333166991, 90001146027441], Sequence:[-1, 2, 0, 3, 1] 
num:254, lenth:28786.000000, link:[90000996088621, 706101931, 90001679553190, 6137170, 90000812995541], Sequence:[-1, 2, 0, 1, 3] 
num:255, lenth:16921.000000, link:[491436990, 6235881, 90001764355450, 258765180, 90000229209310], Sequence:[-1, 2, 0, 1, 3] 
num:256, lenth:26119.000000, link:[90000875631031, 90000288301401, 90000263908631, 438228111, 6817041], Sequence:[-1, 0, 2, 3, 1] 
num:257, lenth:26450.000000, link:[749534550, 5416880, 6729980, 735172650, 735068060], Sequence:[-1, 0, 2, 3, 1] 
num:258, lenth:24495.000000, link:[333315061, 90001439022610, 90001816912251, 748126511, 90000253128850], Sequence:[-1, 2, 0, 1, 3] 
num:259, lenth:24206.000000, link:[4994921, 90001774583990, 6224651, 90001999156461, 10068507851], Sequence:[-1, 2, 0, 3, 1] 
num:260, lenth:23071.000000, link:[90001819687210, 6140021, 6264251, 90001821230060, 5604930], Sequence:[-1, 2, 0, 3, 1] 
num:261, lenth:26508.000000, link:[766488581, 5908960, 90001819144010, 6802431, 90001832682080], Sequence:[-1, 2, 0, 3, 1] 
num:262, lenth:18353.000000, link:[6219761, 90001616359201, 90000810618830, 4414611, 5002987311], Sequence:[-1, 2, 0, 3, 1] 
num:263, lenth:21565.000000, link:[90001377573880, 5623460, 90001815411040, 90001208071440, 90000246512551], Sequence:[-1, 2, 0, 1, 3] 
num:264, lenth:23262.000000, link:[5467290, 90001428791350, 90002037466901, 90001370126031, 90001818999361], Sequence:[-1, 0, 2, 1, 3] 
num:265, lenth:19208.000000, link:[90001814476750, 5082724380, 4422400, 6236091, 90001820534140], Sequence:[-1, 0, 2, 1, 3] 
num:266, lenth:23288.000000, link:[90001224099650, 6700010, 5054051, 5152930, 6345100], Sequence:[-1, 2, 0, 3, 1] 
num:267, lenth:17390.000000, link:[5437551, 90001817619921, 90001941998990, 90000248215870, 5462450], Sequence:[-1, 0, 2, 1, 3] 
num:268, lenth:23120.000000, link:[608855561, 331426621, 90001166538050, 3993880, 90000996141721], Sequence:[-1, 2, 0, 1, 3] 
num:269, lenth:16399.000000, link:[749891770, 90000257123941, 760906700, 90001820944820, 90000285718391], Sequence:[-1, 0, 2, 1, 3] 
num:270, lenth:16799.000000, link:[6249640, 90000310780091, 90000975637470, 6155161, 5592451], Sequence:[-1, 0, 2, 3, 1] 
num:271, lenth:26997.000000, link:[90001144769290, 6364970, 90001820718661, 782667141, 5609570], Sequence:[-1, 2, 0, 1, 3] 
num:272, lenth:19187.000000, link:[90001076954361, 90000288075540, 490889661, 1023255160, 302526840], Sequence:[-1, 2, 0, 3, 1] 
num:273, lenth:14830.000000, link:[6061850161, 5092480, 746645410, 90001629010291, 4994531], Sequence:[-1, 2, 0, 3, 1] 
num:274, lenth:32929.000000, link:[735072530, 421722021, 90000259542100, 90001824612770, 90001208565900], Sequence:[-1, 2, 0, 3, 1] 
num:275, lenth:22084.000000, link:[90001815739070, 5418130, 6071745870, 783827730, 6904470], Sequence:[-1, 2, 0, 1, 3] 
num:276, lenth:18850.000000, link:[90001817494520, 1106600851, 90001211234680, 90001816996911, 90001591725580], Sequence:[-1, 0, 2, 1, 3] 
num:277, lenth:26356.000000, link:[1123762151, 815193890, 90001817430310, 90001813029080, 6828840], Sequence:[-1, 2, 0, 1, 3] 
num:278, lenth:22838.000000, link:[6256021, 5718121, 141656431, 490654861, 6084402340], Sequence:[-1, 0, 2, 1, 3] 
num:279, lenth:24728.000000, link:[90000257236780, 90001823092151, 5687951, 90001211188831, 6225791], Sequence:[-1, 0, 2, 3, 1] 
num:280, lenth:19550.000000, link:[657085381, 6158690, 90001625538340, 90001820842481, 90001818971580], Sequence:[-1, 2, 0, 1, 3] 
num:281, lenth:16076.000000, link:[4607591, 90001813366691, 6150151, 90000251886890, 90000412041540], Sequence:[-1, 0, 2, 3, 1] 
num:282, lenth:26701.000000, link:[730833631, 90000396542950, 433235251, 4427211, 196334860], Sequence:[-1, 2, 0, 1, 3] 
num:283, lenth:18638.000000, link:[90000257124431, 90001648554611, 5908771, 90000253496991, 90001819061721], Sequence:[-1, 0, 2, 1, 3] 
num:284, lenth:25980.000000, link:[90001676049140, 6178611, 633410800, 90001208155071, 1009098411], Sequence:[-1, 0, 2, 3, 1] 
num:285, lenth:18291.000000, link:[6258751, 90001894389571, 1008903360, 622000140, 90001812456191], Sequence:[-1, 2, 0, 3, 1] 
num:286, lenth:17189.000000, link:[5622981, 158117811, 90000260663701, 333170220, 90001817497691], Sequence:[-1, 2, 0, 1, 3] 
num:287, lenth:20146.000000, link:[90001822633971, 90001925399000, 1090428540, 90000607331630, 877579381], Sequence:[-1, 0, 2, 1, 3] 
num:288, lenth:21168.000000, link:[90001823823610, 90001207824810, 90001881875130, 258758981, 90001648492881], Sequence:[-1, 2, 0, 3, 1] 
num:289, lenth:21863.000000, link:[90000262810131, 90001822219660, 6830751, 490459191, 1008907241], Sequence:[-1, 2, 0, 1, 3] 
num:290, lenth:32541.000000, link:[90001821266590, 90000261091310, 633499421, 90001277243690, 90000815770430], Sequence:[-1, 2, 0, 3, 1] 
num:291, lenth:23588.000000, link:[6234960, 4581671, 174785490, 90001208175750, 4421220], Sequence:[-1, 2, 0, 3, 1] 
num:292, lenth:15000.000000, link:[90001924228740, 622377361, 4195061, 4655591, 4545431], Sequence:[-1, 2, 0, 3, 1] 
num:293, lenth:26306.000000, link:[1106602320, 6821490, 3943130, 4394401, 90000255591480], Sequence:[-1, 0, 2, 1, 3] 
num:294, lenth:11662.000000, link:[90000286474480, 90000250951951, 90001818758581, 4228381, 608855780], Sequence:[-1, 2, 0, 3, 1] 
num:295, lenth:18228.000000, link:[90001723423331, 90001294284550, 90001818669181, 90001639692261, 1107147440], Sequence:[-1, 2, 0, 3, 1] 
num:296, lenth:31750.000000, link:[90001210999951, 90000268317431, 6174661, 433171920, 633446421], Sequence:[-1, 0, 2, 1, 3] 
num:297, lenth:24077.000000, link:[90000286809381, 90001823914330, 90000248143080, 5604801, 5082987160], Sequence:[-1, 0, 2, 1, 3] 
num:298, lenth:20777.000000, link:[1106602101, 90000256518430, 6684921, 90001207897111, 90000255974890], Sequence:[-1, 0, 2, 1, 3] 
num:299, lenth:25704.000000, link:[90000264312051, 90000248937771, 90000256882710, 6031998860, 90000286654550], Sequence:[-1, 0, 2, 1, 3] 
num:300, lenth:25809.000000, link:[6162990, 3985750, 5108011, 6887430, 5416520], Sequence:[-1, 2, 0, 1, 3] 
num:301, lenth:16810.000000, link:[90001820325870, 90000263884021, 90000257275201, 6091804210, 158118211], Sequence:[-1, 2, 0, 1, 3] 
num:302, lenth:23341.000000, link:[90001822002031, 90001077397950, 6677451, 90000286288401, 135276330], Sequence:[-1, 2, 0, 1, 3] 
num:303, lenth:24715.000000, link:[433171861, 4612560, 155946881, 90002002454651, 4991431], Sequence:[-1, 0, 2, 1, 3] 
num:304, lenth:15628.000000, link:[90001211423231, 90001451575660, 90001431994000, 333200260, 3720160], Sequence:[-1, 0, 2, 1, 3] 
num:305, lenth:11985.000000, link:[90001391112680, 6228270, 300160320, 90001616676950, 6183400], Sequence:[-1, 0, 2, 1, 3] 
num:306, lenth:21510.000000, link:[5878990, 749534750, 90001817658271, 90001821528391, 6171171], Sequence:[-1, 0, 2, 3, 1] 
num:307, lenth:21012.000000, link:[6104531140, 158319400, 5604050, 341670520, 356361141], Sequence:[-1, 2, 0, 3, 1] 
num:308, lenth:27988.000000, link:[90001310963840, 90002002404101, 706101010, 90001134643781, 6218841], Sequence:[-1, 2, 0, 3, 1] 
num:309, lenth:15866.000000, link:[90001823609391, 90000285987961, 422366000, 90001816875550, 90001818228280], Sequence:[-1, 0, 2, 1, 3] 
num:310, lenth:20854.000000, link:[5718121, 5687241, 90001957347910, 6022772970, 446114641], Sequence:[-1, 0, 2, 1, 3] 
num:311, lenth:21521.000000, link:[748030871, 90001814311511, 711930861, 4435730, 333284791], Sequence:[-1, 2, 0, 1, 3] 
num:312, lenth:19474.000000, link:[90001068050740, 90000262291271, 90001820469221, 90001076940341, 499564171], Sequence:[-1, 0, 2, 3, 1] 
num:313, lenth:23399.000000, link:[90000261293540, 90000257104771, 128577070, 90001676143761, 90000813057421], Sequence:[-1, 0, 2, 1, 3] 
num:314, lenth:11950.000000, link:[90001211247871, 90001144157741, 5201841000, 1090425590, 356361181], Sequence:[-1, 2, 0, 3, 1] 
num:315, lenth:29599.000000, link:[90000256418430, 90001812368650, 90001819636960, 6887441, 5545620], Sequence:[-1, 2, 0, 3, 1] 
num:316, lenth:21786.000000, link:[749532551, 6803391, 90000271377000, 433446921, 90002025523761], Sequence:[-1, 0, 2, 1, 3] 
num:317, lenth:23319.000000, link:[90001198237810, 175337741, 90001813983820, 90001817517150, 90000815728251], Sequence:[-1, 2, 0, 1, 3] 
num:318, lenth:23208.000000, link:[90001263175951, 90001860590850, 6318480, 733686811, 176100810], Sequence:[-1, 0, 2, 1, 3] 
num:319, lenth:23817.000000, link:[6077485600, 748034410, 90001824064730, 90000285283251, 4031061], Sequence:[-1, 2, 0, 3, 1] 
num:320, lenth:25822.000000, link:[1125057410, 90000252909221, 90000873974611, 90001820839361, 90001815243551], Sequence:[-1, 0, 2, 3, 1] 
num:321, lenth:27178.000000, link:[90001942529080, 1088589870, 90001823274111, 90001824185371, 6803301], Sequence:[-1, 0, 2, 1, 3] 
num:322, lenth:30347.000000, link:[5592900, 90001829483550, 90001815604551, 6163800, 90000256786310], Sequence:[-1, 2, 0, 3, 1] 
num:323, lenth:22530.000000, link:[90001812974141, 433197881, 90000246352750, 90001817235660, 6032482551], Sequence:[-1, 2, 0, 1, 3] 
num:324, lenth:28541.000000, link:[3580790, 90001954309330, 90001427486931, 5508351, 90001198237931], Sequence:[-1, 2, 0, 1, 3] 
num:325, lenth:21120.000000, link:[90000815883970, 90000257837440, 90001822610561, 6042005140, 6809661], Sequence:[-1, 0, 2, 3, 1] 
num:326, lenth:25404.000000, link:[90001560774421, 90000297466321, 5061351, 90001815690130, 4435101], Sequence:[-1, 0, 2, 3, 1] 
num:327, lenth:28033.000000, link:[158122340, 90000247263680, 90001211089070, 622585521, 90001801581410], Sequence:[-1, 2, 0, 3, 1] 
num:328, lenth:23049.000000, link:[6092209330, 90002048542530, 6354441, 90001816274861, 90001129776840], Sequence:[-1, 0, 2, 1, 3] 
num:329, lenth:21393.000000, link:[782218791, 5541761, 5331660, 90000248359100, 5867231], Sequence:[-1, 0, 2, 1, 3] 
num:330, lenth:12768.000000, link:[90001822900171, 5467860, 90000255573390, 6150371, 90001819386681], Sequence:[-1, 0, 2, 1, 3] 
num:331, lenth:18599.000000, link:[6170881, 735072171, 90000259244220, 5635681, 646656930], Sequence:[-1, 2, 0, 3, 1] 
num:332, lenth:23055.000000, link:[1023253771, 90001376213040, 5406971, 5042113280, 1009098350], Sequence:[-1, 2, 0, 1, 3] 
num:333, lenth:17076.000000, link:[90001658077850, 748124800, 90000875606991, 90000255573461, 657086511], Sequence:[-1, 0, 2, 3, 1] 
num:334, lenth:20513.000000, link:[90000285944350, 90000259074440, 333284390, 749534570, 782219930], Sequence:[-1, 0, 2, 1, 3] 
num:335, lenth:27261.000000, link:[90001820484700, 5005441, 90000288041551, 400402681, 90001816160091], Sequence:[-1, 0, 2, 3, 1] 
num:336, lenth:21194.000000, link:[657086630, 90000257374261, 748034621, 3728511, 90001582659430], Sequence:[-1, 0, 2, 3, 1] 
num:337, lenth:21496.000000, link:[4655630, 90001898831461, 6628981, 90001817736070, 90001816325731], Sequence:[-1, 0, 2, 1, 3] 
num:338, lenth:26356.000000, link:[6252080, 320928681, 5026152020, 90000261160870, 735169020], Sequence:[-1, 0, 2, 3, 1] 
num:339, lenth:34347.000000, link:[90000285362210, 90001211117250, 90001821176550, 333170471, 6183620], Sequence:[-1, 0, 2, 1, 3] 
num:340, lenth:19148.000000, link:[1008900531, 5777190, 90001815483890, 6198600, 90001175783530], Sequence:[-1, 2, 0, 1, 3] 
num:341, lenth:29355.000000, link:[90001209545480, 90001439018820, 90000250916901, 646656541, 631735980], Sequence:[-1, 0, 2, 1, 3] 
num:342, lenth:19674.000000, link:[782668440, 90001823560040, 90000385178760, 90001818028521, 299399271], Sequence:[-1, 2, 0, 3, 1] 
num:343, lenth:18457.000000, link:[6032731651, 5071856431, 90001209605131, 706100450, 782213891], Sequence:[-1, 0, 2, 1, 3] 
num:344, lenth:16355.000000, link:[90001816822731, 90001317373660, 706101000, 90002002740010, 90001817525111], Sequence:[-1, 2, 0, 3, 1] 
num:345, lenth:17600.000000, link:[6319121, 90000286288600, 1009097330, 711930451, 90000816515221], Sequence:[-1, 2, 0, 1, 3] 
num:346, lenth:25258.000000, link:[90001691926511, 626028320, 90001817685001, 90002057006361, 1009092110], Sequence:[-1, 0, 2, 3, 1] 
num:347, lenth:19085.000000, link:[3939640, 90000255322890, 90001823913501, 6298161, 90000287286371], Sequence:[-1, 2, 0, 1, 3] 
num:348, lenth:18692.000000, link:[90000286636290, 499662280, 90001439821300, 90000252159730, 647529841], Sequence:[-1, 0, 2, 3, 1] 
num:349, lenth:29763.000000, link:[155882901, 5640861, 4103500, 836177110, 90001819234130], Sequence:[-1, 2, 0, 1, 3] 
num:350, lenth:24413.000000, link:[836177600, 799525410, 90001627240730, 404288640, 90000810587730], Sequence:[-1, 0, 2, 3, 1] 
num:351, lenth:24094.000000, link:[90001811676911, 90001812843010, 90000255480671, 90001817986720, 333174200], Sequence:[-1, 0, 2, 3, 1] 
num:352, lenth:24172.000000, link:[4542311, 321593870, 90001134691250, 90001813123271, 417633241], Sequence:[-1, 0, 2, 3, 1] 
num:353, lenth:25758.000000, link:[433200430, 418080471, 90000975193991, 90000578380491, 90001817538640], Sequence:[-1, 0, 2, 3, 1] 
num:354, lenth:30139.000000, link:[333241061, 90001818381680, 4637460, 90001814810350, 7025051], Sequence:[-1, 0, 2, 3, 1] 
num:355, lenth:24323.000000, link:[767213020, 6081926741, 90001822141161, 4651451, 1009093100], Sequence:[-1, 0, 2, 1, 3] 
num:356, lenth:16631.000000, link:[90001948580100, 1106600450, 90001898174001, 6346921, 300162741], Sequence:[-1, 2, 0, 3, 1] 
num:357, lenth:21032.000000, link:[90000255573470, 631488121, 433168921, 647529811, 90001576962580], Sequence:[-1, 2, 0, 3, 1] 
num:358, lenth:28643.000000, link:[90000259261581, 333172461, 90000247997751, 6272851, 6031817480], Sequence:[-1, 2, 0, 3, 1] 
num:359, lenth:20352.000000, link:[1099836470, 1009096820, 646793190, 4086901, 6743980], Sequence:[-1, 0, 2, 3, 1] 
num:360, lenth:21547.000000, link:[90001821879140, 735167880, 90001819345240, 5071101, 701992240], Sequence:[-1, 2, 0, 3, 1] 
num:361, lenth:25234.000000, link:[6715681, 90001816244961, 4002420, 6142941, 499564091], Sequence:[-1, 2, 0, 1, 3] 
num:362, lenth:17358.000000, link:[90001816434570, 649649711, 90001813467721, 90001821909950, 90000257002720], Sequence:[-1, 2, 0, 1, 3] 
num:363, lenth:21861.000000, link:[836177771, 4434691, 175337530, 6195110, 6091821051], Sequence:[-1, 2, 0, 1, 3] 
num:364, lenth:23901.000000, link:[90001817704941, 90000261137381, 90000310732041, 90001133791820, 633451551], Sequence:[-1, 0, 2, 1, 3] 
num:365, lenth:24416.000000, link:[4654620, 152551101, 90000251451270, 1008902171, 90001966621351], Sequence:[-1, 2, 0, 1, 3] 
num:366, lenth:22407.000000, link:[90001548926800, 90001178748380, 646656990, 90001823580290, 90001815257321], Sequence:[-1, 2, 0, 3, 1] 
num:367, lenth:20234.000000, link:[734997871, 6136270, 6632691, 90001481741571, 6845620], Sequence:[-1, 2, 0, 1, 3] 
num:368, lenth:18886.000000, link:[6630621, 628258290, 628256970, 90001822778791, 90001208288261], Sequence:[-1, 0, 2, 1, 3] 
num:369, lenth:22392.000000, link:[90000252151171, 331424521, 5672441, 4592220, 90000382992610], Sequence:[-1, 2, 0, 3, 1] 
num:370, lenth:16445.000000, link:[6284440, 90001824172920, 90000579005550, 135276411, 6334701], Sequence:[-1, 2, 0, 3, 1] 
num:371, lenth:15958.000000, link:[90001817724651, 90001573576781, 5733261, 90001434670851, 6707111], Sequence:[-1, 0, 2, 3, 1] 
num:372, lenth:16020.000000, link:[5032769561, 90001437667470, 1009099060, 90000329328640, 5774000], Sequence:[-1, 0, 2, 1, 3] 
num:373, lenth:23184.000000, link:[90001813447010, 6790451, 90000255226450, 90000467122270, 90001947134890], Sequence:[-1, 2, 0, 3, 1] 
num:374, lenth:35167.000000, link:[492444491, 6279631, 6201801680, 6847610, 4581590], Sequence:[-1, 0, 2, 1, 3] 
num:375, lenth:19796.000000, link:[6275911, 679999411, 90000875464871, 90001433133411, 114023460], Sequence:[-1, 2, 0, 3, 1] 
num:376, lenth:27894.000000, link:[90001822943311, 5088711, 90001817458030, 90002003775090, 90001803084720], Sequence:[-1, 0, 2, 3, 1] 
num:377, lenth:21041.000000, link:[90001813666881, 196950800, 6022020301, 5082320500, 90001131237101], Sequence:[-1, 2, 0, 1, 3] 
num:378, lenth:23036.000000, link:[5688060, 6001722330, 90001830631550, 128577170, 5448530], Sequence:[-1, 2, 0, 1, 3] 
num:379, lenth:23963.000000, link:[4933250, 90000261541100, 90000220826040, 5498091, 6818710], Sequence:[-1, 0, 2, 1, 3] 
num:380, lenth:23332.000000, link:[90001160382961, 90000311849100, 90001823167970, 322459900, 5011742110], Sequence:[-1, 2, 0, 3, 1] 
num:381, lenth:19202.000000, link:[90001822540731, 90001822295331, 90001820534100, 90001822713121, 6864170], Sequence:[-1, 0, 2, 3, 1] 
num:382, lenth:17784.000000, link:[90001818662920, 6234411, 90001801291890, 4898191, 90001822813760], Sequence:[-1, 2, 0, 1, 3] 
num:383, lenth:16921.000000, link:[5071760840, 90000246343230, 4651131, 95862701, 6240320], Sequence:[-1, 0, 2, 1, 3] 
num:384, lenth:20902.000000, link:[631735821, 331425940, 90000286750271, 90000259549750, 90001911706770], Sequence:[-1, 0, 2, 1, 3] 
num:385, lenth:17806.000000, link:[90001670596450, 90001885046580, 735070480, 90001816607350, 445959210], Sequence:[-1, 2, 0, 3, 1] 
num:386, lenth:14083.000000, link:[128572190, 90000265323291, 90000256889170, 90001595027810, 3928270], Sequence:[-1, 2, 0, 3, 1] 
num:387, lenth:14590.000000, link:[6158391, 90001166696320, 90001821255261, 5736280, 90000320878021], Sequence:[-1, 0, 2, 1, 3] 
num:388, lenth:16635.000000, link:[132085371, 6255600, 782219150, 1090429720, 5421840], Sequence:[-1, 0, 2, 3, 1] 
num:389, lenth:21293.000000, link:[6373331, 126448970, 90001815892121, 90000399608890, 817258591], Sequence:[-1, 2, 0, 1, 3] 
num:390, lenth:17796.000000, link:[5448131, 90001240540780, 1023258781, 90002021178130, 6881861], Sequence:[-1, 2, 0, 1, 3] 
num:391, lenth:26484.000000, link:[90001819442541, 90001208196600, 6026795071, 90000286807261, 4430610], Sequence:[-1, 0, 2, 1, 3] 
num:392, lenth:25340.000000, link:[1090427631, 90000257040790, 90000257246260, 5422100, 90001821369790], Sequence:[-1, 0, 2, 1, 3] 
num:393, lenth:27074.000000, link:[6716230, 433196341, 90001942089151, 90001801553990, 6135871], Sequence:[-1, 2, 0, 1, 3] 
num:394, lenth:23785.000000, link:[760905521, 90000572297741, 90001123194801, 90001830925101, 90001947211210], Sequence:[-1, 0, 2, 3, 1] 
num:395, lenth:17126.000000, link:[490655131, 6787740, 6844311, 90000268714010, 90001773454761], Sequence:[-1, 0, 2, 3, 1] 
num:396, lenth:21922.000000, link:[90000286801270, 90000264506531, 90000257944760, 90001627529550, 4937761], Sequence:[-1, 2, 0, 3, 1] 
num:397, lenth:28924.000000, link:[430244000, 90001819900021, 90000690138230, 4642170, 90001936182651], Sequence:[-1, 2, 0, 1, 3] 
num:398, lenth:25655.000000, link:[490455501, 196098740, 90001823390601, 90001818817261, 90001209955850], Sequence:[-1, 0, 2, 1, 3] 
num:399, lenth:34691.000000, link:[6300930, 114027301, 632932771, 6355870, 90001210473980], Sequence:[-1, 0, 2, 3, 1] 
num:400, lenth:19860.000000, link:[90001812587360, 128575561, 90000329422250, 90000467727621, 90001824447051], Sequence:[-1, 2, 0, 1, 3] 
num:401, lenth:24243.000000, link:[90000575837410, 629831760, 300163041, 90000816222341, 90001432619671], Sequence:[-1, 0, 2, 3, 1] 
